Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click
tɬ̰	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-,+	-	-	-,+	-	-	-	-	-
ɫ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	+	-	-	-	+	0	-	-	+	-	-	-	-	-	-	-	-
ʉi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
kpː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
ɡbː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ɨ̥	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	+	-	-	-	-	-	-	0	0	-	-	0
õ̰	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0
ə̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	+	0	0	-	-	0
ə̰̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	+	0	0	-	-	0
ɛ̰̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	+	0	0	-	-	0
t̪s	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ˀj̥	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	-	-	-	+,-	-	-	-	-	-
ˀkʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	0,-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	+,-	-	-	-	-	-
ˀl̪̥	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	+,-	-	-	-	-	-
ˀm̥	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	+,-	-	-	-	-	-
ˀn̪̥	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	+,-	-	-	-	-	-
ˀq	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-	-	-	-	-	+,-	-	-	-	-	-
ˀt̪	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	+,-	-	-	-	-	-
ˀt̪s	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	-	-	-	+,-	-	-	-	-	-
ˀt̪ɬ	consonant	-	-	-	-	+	-	0,-,+	0,-,+	-	-	-	-	0,-,+	-	0	0	+	+	0,+,-	-	-	0	0	0	0	0	-	-	-	-	-	+,-,-	-	-	-	-	-
ˀw̥	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	-	-	-	+,-	-	-	-	-	-
æɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
ɑʊ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
ɲʱ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	+	-	-	-	-	-	-
ɲʼ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	+	-	-	+	-	-
ʎʱ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	+	-	-	-	-	-	-
ʎʼ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	+	-	-	+	-	-
ŋʷː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
i̯ɛ	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0
ɛu̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	-	+,-	-,+	-,+	-	-	+	-	-	-	0	0	-	-	0
ɛu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	-	+,-	-,+	-,+	-	-	+	-	-	-	0	0	-	-	0
ð̞	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
a̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	+	-	+	-	-	-	0	0	-	-	0
a̙ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	+	-	+	-	-	-	0	0	-	-	0
a̙ˠ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	-	-	0	+	-	+	-	-	-	0	0	-	-	0
ɔ̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	+	-	+	-	-	-	0	0	-	-	0
ɔ̙ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	+	-	+	-	-	-	0	0	-	-	0
ɛ̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	+	-	+	-	-	-	0	0	-	-	0
ɛ̙ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	+	-	+	-	-	-	0	0	-	-	0
ɛ̙ˠ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	+,-	-	-	+	-	+	-	-	-	0	0	-	-	0
ɪ̙ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	+	-	+	-	-	-	0	0	-	-	0
ɪ̙ˠ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+,-	-	-	+	-	+	-	-	-	0	0	-	-	0
bɦ	consonant	-	-	-	-	+,-	-	-,+	-,+	-	-	-	-	-	+,-	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-
d̪ɦ	consonant	-	-	-	-	+,-	-	-,+	-,+	-	-	-	-	-	-	0	0	+,-	+	+	-	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-
lɦ	consonant	-	-	-	-	+,-	+,-	+	+	+,-	-	-	-	+,-	-	0	0	+,-	+	-	-	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-
mɦ	consonant	-	-	-	-	+,-	+,-	-,+	+	-	-	-	+,-	-	+,-	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-
nɦ	consonant	-	-	-	-	+,-	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+,-	+	-	-	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-
ɖɦ	consonant	-	-	-	-	+,-	-	-,+	-,+	-	-	-	-	-	-	0	0	+,-	-	-	-	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-
ɟɦ	consonant	-	-	-	-	+,-	-	-,+	-,+	-	-	-	-	-	-	0	0	+,-	-	+	-	+,-	+	-	+	-	0	-	-	+	-	-,+	-	-	-	-	-	-
ɡɦ	consonant	-	-	-	-	+,-	-	-,+	-,+	-	-	-	-	-	-	0	0	-	0	0	0	+,-	+	-	-	-	0	-	-	+	-	-,+	-	-	-	-	-	-
ɳɦ	consonant	-	-	-	-	+,-	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+,-	-	-	-	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-
ɧ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
ʉ̟	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	0	-	+	-	-	+	-	-	-	0	0	-	-	0
dz̪	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
cɲ	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-,+	-	-	-	-	-	-	-	-
kŋ	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-,+	-	-	-	-	-	-	-	-
pm	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-,+	-	-	-	-	-	-	-	-
tn	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-,+	-	-	-	-	-	-	-	-
t̪n̪	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-,+	-	-	-	-	-	-	-	-
ʈɳ	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	-,+	-	-	-	-	-	-	-	-
ɪɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
ʊɔ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
tl	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-	-	-	-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-,+	-	-	-	-	-	-	-	-
nd̪	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-,+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɲʄ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-,+	-
ẽĩ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-,+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
õũ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-,+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ɑe	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+,-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
ɑo	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-	+,-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ɑu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ɑ̃ĩ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
ɑ̃õ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-,+	+	-	-	0	0	0	+	-	+,-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
x̥	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
z̥	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɣ̥	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
t̪ʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɴɢ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-	-	+	-	-	-	-	-	-	-	-
aɔ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-	+,-	-	-,+	-	-	-	+	-	-	-	0	0	-	-	0
eɔ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-	-	+,-	-,+	+,-	-	-	+	-	-	-	0	0	-	-	0
eɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0
eʊ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	-	+,-	-,+	+,-	-	-	+	-	-	-	0	0	-	-	0
iʊ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	+,-	-,+	+,-	-	-	+	-	-	-	0	0	-	-	0
oɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-	-	-,+	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0
oɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-,+	-	-,+	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0
oʊ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	-	+	+,-	-	-	+	-	-	-	0	0	-	-	0
uɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-,+	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0
uɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0
a̰ḭ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	-	+	-	-	+	-	-	+	0	0	-	-	0
a̰ṵ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	-,+	+	-	-	+	-	-	+	0	0	-	-	0
t̪ɬ̪	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̪ɬ̪ʰ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-,+	-	-	-	-	-	-
t̪ɬ̪ʼ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	-,+	-	-	-,+	-	-
e̘	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	+	+	-	-	-	0	0	-	-	0
e̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	+	-	+	-	-	-	0	0	-	-	0
i̘	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	+	+	-	-	-	0	0	-	-	0
i̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	+	-	+	-	-	-	0	0	-	-	0
o̘	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	+	+	-	-	-	0	0	-	-	0
o̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	+	-	+	-	-	-	0	0	-	-	0
u̘	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	+	+	-	-	-	0	0	-	-	0
u̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	+	-	+	-	-	-	0	0	-	-	0
t̠n̠	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	-,+	-	-	-	-	-	-	-	-
t̺	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ʃʰ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
mw	consonant	-	-	-	-	+,-	+	-,+	0	-,+	-	-	+,-	-	+	-,+	-	-	0	0	0	-,+	+	-	-	+	+	-	-	+	-	-	-	-	-	-	-	-
ɓː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	+	-
ɗː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	+	-
dʑᶣ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-,-,+	+	-	+	+	-,+	-,+	-,+,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
sᶣ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	-	+	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
tɕᶣ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-,-,+	+	-	+	+	-,+	-,+	-,+,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
ɕᶣ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	+	+	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
ɲᶣ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-,+	+	-	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
kpʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	-	-	-	-	-	-	-
lᶣ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-,+	+	-	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
ŋmʲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-,+	-	-	-	0	0	0	+,-,+	+	-	-,0,+	-	0	-	-	+	-	-	-	-	-	-	-	-
ɡbʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	+	+	-	-,+	-	0	-	-	+	-	-	-	-	-	-	-	-
ʑᶣ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	+	+	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
br	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-	-,+	-	-	+,-	-	-	-,+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
mbː	consonant	-	-	-	-,+	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ndː	consonant	-	-	-	-,+	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ŋɡː	consonant	-	-	-	-,+	+	+,-	-	-	-	-	-	+,-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ʔʲː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	-,+	+	-	+	-	0	-	-	-	-	-	+	-	-	-	-	-
ɡᶣ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-,+	-	0	-	-	+	-	-	-	-	-	-	-	-
ʙ	consonant	-	-	-	-	+	+	+	0	+	-	+	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ṽ	consonant	-	-	-	-	+	-	+	+	-	-	-	+	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
bɡ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+,-	-	-	-	0	0	0	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
d̤z̤	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
pkʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+,-	-	-	-	0	0	0	-,+	+	-	-	-	0	-	-	-	-	-,+	-	-	-	-	-	-
ps	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	+,-	-	-	-,+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
w̤	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	-	-	-	-	-
ɥ̃	consonant	-	-	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	-	-	-	-	-
ɖr	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-	-,+	-	-	-	0	0	+	-,+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ʈr	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-	-,+	-	-	-	0	0	+	-,+	-	-	-	0	0	0	0	0	-	-	-,+	-	-	-	-	-	-	-	-
ɦʷ	consonant	-	-	-	-	-	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
sʷʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	-	+	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
a̤ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	+	-	0	0	-	-	0
a̰ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	+	0	0	-	-	0
a̰ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	+	0	0	-	-	0
e̤ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	+	-	0	0	-	-	0
ḛː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0
ḛˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0
i̤ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	+	-	0	0	-	-	0
ḭː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0
ḭˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0
o̤ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0
o̰ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0
o̰ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0
ṳˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0
ɔ̤ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	+	-	0	0	-	-	0
ɔ̰ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	+	0	0	-	-	0
ɔ̰ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	+	0	0	-	-	0
ɛ̤ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	+	-	0	0	-	-	0
ɛ̰ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	+	0	0	-	-	0
ɛ̰ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	+	0	0	-	-	0
l̥ː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɱð	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	+,-	-	+	-,+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
iːe	vowel	-	+	-	+,-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
